path,mean_mfcc,std_mfcc,maxv_mfcc,minv_mfcc,median_mfcc,skew_mfcc,kurt_mfcc,q1_mfcc,q3_mfcc,mode_mfcc,iqr_mfcc,source,class
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_perch_ps.wav,-19.538414,105.75969,176.14565,-703.97125,0.52265894,-3.375721,11.815052,-12.449029922485352,11.31281852722168,-444.96722,23.76184844970703,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_knock_ps.wav,-21.345123,116.60867,169.61836,-740.1008,0.131349,-3.4216175,12.086786,-14.043400287628174,11.578985214233398,-495.58914,25.622385501861572,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_take_ps.wav,-19.492245,100.62075,160.97421,-688.49396,-1.3467174,-3.399097,11.876708,-14.421455144882202,9.555883169174194,-425.30527,23.977338314056396,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_lease_ps.wav,-18.226753,95.026955,162.66211,-590.41113,-1.419125,-3.4243586,11.903816,-15.69463586807251,11.727078437805176,-404.80792,27.421714305877686,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_rose_ps.wav,-19.364449,99.98577,168.18098,-690.94165,-2.4057097,-3.2248259,11.243206,-16.53966188430786,9.528010368347168,-421.1378,26.06767225265503,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_laud_ps.wav,-20.84939,104.58278,183.35275,-636.5249,-3.6817544,-3.230451,11.311464,-16.741316318511963,7.141703367233276,-441.33884,23.88301968574524,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_wire_ps.wav,-18.651335,101.773735,188.21555,-652.9851,-3.156188,-3.1995676,11.178055,-15.7103590965271,9.167932987213135,-422.58966,24.878292083740234,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_voice_ps.wav,-19.744741,99.704056,161.2337,-687.19995,-0.9776481,-3.3426874,11.715222,-14.390559196472168,10.567737817764282,-420.59116,24.95829701423645,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_white_ps.wav,-18.901669,105.28289,193.31439,-733.023,-1.601259,-3.16604,11.188523,-14.67690896987915,11.068927526473999,-435.7787,25.74583649635315,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_which_ps.wav,-19.377398,98.61138,185.76143,-625.5988,-2.0440333,-3.3393803,11.661897,-14.189591884613037,8.776182413101196,-416.73102,22.965774297714233,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tire_ps.wav,-18.674175,99.92731,189.84126,-732.6951,-1.109617,-3.2642937,11.364605,-14.991359233856201,10.617371320724487,-415.54504,25.60873055458069,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_pad_ps.wav,-16.253633,85.96175,175.31105,-516.81915,-1.1672261,-3.2461386,11.422133,-12.466673851013184,8.453989505767822,-362.84198,20.920663356781006,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_whip_ps.wav,-19.803068,96.576744,176.75224,-631.69354,-3.078899,-3.1694033,11.142817,-16.27324151992798,7.3118202686309814,-404.1113,23.58506178855896,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tool_ps.wav,-19.076866,97.43688,164.1373,-656.50446,-1.0915599,-3.339667,11.60989,-15.531616926193237,9.795724391937256,-409.55966,25.327341318130493,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_shall_ps.wav,-17.398455,91.27476,178.9714,-647.8224,-1.3514723,-3.1097548,10.947702,-15.288804769515991,9.194931983947754,-379.06012,24.483736753463745,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_deep_ps.wav,-19.680765,107.48348,145.66815,-649.98944,0.45342726,-3.6294582,12.72024,-12.629000663757324,11.776573896408081,-462.4065,24.405574560165405,TESS,surprise
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_goose_sad.wav,-19.77118,124.419334,173.91716,-756.74744,3.0344672,-3.7225707,13.213436,-9.362917184829712,14.666944742202759,-537.94824,24.02986192703247,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_life_sad.wav,-20.17979,118.49278,168.03741,-739.7883,0.8771405,-3.6946807,13.096879,-9.470491409301758,13.005202531814575,-514.66437,22.475693941116333,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_which_sad.wav,-19.678127,121.40424,165.40393,-732.5758,2.1813188,-3.7141845,13.161221,-9.15794324874878,13.243813514709473,-527.6229,22.401756763458252,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_near_sad.wav,-21.296272,122.39201,199.34491,-725.09796,-0.21326473,-3.7024822,13.094544,-10.720380544662476,12.202797174453735,-533.7925,22.92317771911621,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_hurl_sad.wav,-19.284397,115.12904,231.7272,-674.5391,-0.91388345,-3.4239724,12.161653,-11.84535551071167,10.373626232147217,-493.4134,22.218981742858887,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_book_sad.wav,-19.536764,124.251144,200.84088,-740.6548,2.9676795,-3.696204,13.12904,-8.652290105819702,15.072000503540039,-536.32446,23.72429060935974,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_raise_sad.wav,-21.186941,121.01642,169.20862,-747.9478,0.6080661,-3.6843,13.039113,-10.389140129089355,11.78092098236084,-525.6734,22.170061111450195,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_pole_sad.wav,-21.169418,126.33298,190.11534,-769.95856,1.1371864,-3.6723444,12.951386,-9.532070398330688,12.299881935119629,-547.5711,21.831952333450317,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_far_sad.wav,-18.582615,113.407166,210.95937,-674.7821,1.8113382,-3.6092935,12.81233,-9.368050813674927,12.452032566070557,-490.74472,21.820083379745483,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_shall_sad.wav,-20.694462,114.62944,193.5098,-678.85425,0.108853504,-3.6486397,12.941852,-11.334931135177612,10.240721464157104,-498.68356,21.575652599334717,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_back_sad.wav,-20.817047,124.912766,164.47983,-752.313,2.1243653,-3.7191916,13.1821165,-8.939494371414185,13.031205415725708,-541.97595,21.970699787139893,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_met_sad.wav,-20.63714,116.662254,172.97072,-681.95984,-0.32966328,-3.632556,12.884865,-11.522732496261597,10.318493366241455,-506.51367,21.84122586250305,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_tool_sad.wav,-21.519371,126.87713,159.58298,-742.28467,2.0795887,-3.7730925,13.381312,-8.82584547996521,13.421198844909668,-554.66986,22.247044324874878,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_bean_sad.wav,-20.288734,126.681175,167.16591,-751.85266,1.3312685,-3.6853147,13.046972,-9.93173599243164,13.058679580688477,-547.76056,22.990415573120117,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_mouse_sad.wav,-19.799215,118.60044,190.66057,-721.31805,2.0352964,-3.6874278,13.083721,-9.98477292060852,13.535384178161621,-515.2556,23.52015709877014,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_lid_sad.wav,-20.989716,123.14487,166.66165,-753.3972,1.1825781,-3.7530756,13.262417,-9.529513835906982,12.545151710510254,-535.6198,22.074665546417236,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_take_sad.wav,-20.809814,118.83577,145.51126,-719.9576,0.51846313,-3.7618732,13.333817,-9.729395389556885,12.834330797195435,-517.2582,22.56372618675232,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_should_sad.wav,-20.848608,115.38701,162.23782,-678.68427,0.20906404,-3.7037218,13.078231,-10.84153699874878,11.95954704284668,-504.85822,22.80108404159546,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_wag_sad.wav,-20.951735,119.88329,165.84505,-738.1933,-0.21426529,-3.6337805,12.8213625,-10.94908094406128,11.85923457145691,-519.4161,22.80831551551819,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_said_sad.wav,-21.496128,115.508675,152.70035,-706.55334,-0.42896926,-3.707232,13.069794,-11.045428991317749,11.739688158035278,-505.2802,22.785117149353027,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_kill_sad.wav,-20.661987,126.52473,187.4603,-766.93396,2.8901863,-3.7292917,13.212435,-8.885813236236572,14.42039179801941,-549.1209,23.30620503425598,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_cool_sad.wav,-21.603722,125.62934,183.83508,-750.08716,0.9404823,-3.728349,13.192825,-9.423117637634277,12.658249378204346,-546.48065,22.081367015838623,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_road_sad.wav,-21.174398,122.40373,206.62267,-680.1696,-0.91711557,-3.6507561,12.893059,-10.751200437545776,10.155866622924805,-531.8863,20.90706706047058,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_rot_sad.wav,-21.430716,119.115456,193.5195,-723.1885,-0.80804396,-3.645824,12.868836,-11.266716480255127,10.388922214508057,-518.5718,21.655638694763184,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_room_sad.wav,-22.015923,120.6535,156.59433,-725.80023,-1.638356,-3.7102273,13.0869255,-12.184900999069214,11.062901020050049,-526.7976,23.247802019119263,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_chalk_sad.wav,-18.96895,113.33197,220.80927,-701.3963,0.50764173,-3.529541,12.65388,-9.828786611557007,11.023942947387695,-485.62967,20.852729558944702,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_wheat_sad.wav,-21.106964,126.69287,159.80539,-702.69226,0.104357764,-3.7531226,13.254862,-9.94821548461914,12.00431776046753,-553.9294,21.95253324508667,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_pearl_sad.wav,-20.827755,126.008255,230.51672,-758.1847,1.8392537,-3.5828917,12.701867,-9.89699935913086,12.45221471786499,-542.8509,22.34921407699585,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_home_sad.wav,-19.487038,116.26534,193.92456,-666.5884,-1.4206338,-3.5181491,12.414611,-12.23942255973816,10.811501741409302,-500.33426,23.05092430114746,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_lot_sad.wav,-18.803427,119.03016,188.07643,-760.6782,2.399356,-3.5795465,12.707249,-9.22009563446045,12.441038846969604,-511.40088,21.661134481430054,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_food_sad.wav,-20.521416,122.472885,189.51117,-751.60864,1.375061,-3.7162511,13.170924,-8.712142944335938,11.909926652908325,-534.17505,20.622069597244263,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_wife_sad.wav,-20.601074,126.39094,158.0102,-767.201,1.0897659,-3.7153704,13.132571,-9.292720794677734,12.499683618545532,-550.26154,21.792404413223267,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_soup_sad.wav,-20.691183,121.65995,184.22246,-761.85315,3.015296,-3.775519,13.371143,-9.062411785125732,13.565216541290283,-530.2707,22.627628326416016,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_puff_sad.wav,-20.79305,124.32919,200.14664,-747.10144,2.4329677,-3.709442,13.219497,-8.92850637435913,14.016111135482788,-541.02814,22.94461750984192,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_such_sad.wav,-20.844625,116.12399,148.64363,-727.8946,1.7562709,-3.7556539,13.302264,-10.135836362838745,13.061526775360107,-507.96735,23.197363138198853,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_tape_sad.wav,-20.97057,127.66733,150.5437,-744.1255,3.1899886,-3.7860081,13.431708,-8.477325677871704,14.242823839187622,-556.21106,22.720149517059326,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_pool_sad.wav,-20.602308,123.39339,172.74739,-721.6754,1.30158,-3.6923773,13.05967,-9.813891649246216,12.472394704818726,-536.2572,22.28628635406494,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_mode_sad.wav,-19.357513,121.91263,211.25385,-745.4985,0.5054617,-3.6143992,12.779073,-10.783165693283081,12.409905672073364,-525.38385,23.193071365356445,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_pain_sad.wav,-21.039915,124.35168,159.76202,-754.1536,0.5958033,-3.7279434,13.195109,-10.12241506576538,13.036574602127075,-541.42706,23.158989667892456,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_lean_sad.wav,-20.566294,119.69567,153.77457,-708.7049,-0.2713712,-3.7031627,13.039678,-11.562681674957275,12.0846266746521,-521.6836,23.647308349609375,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_tip_sad.wav,-20.615824,122.07912,168.05106,-717.0893,3.1732135,-3.748879,13.356273,-8.915736675262451,13.979323148727417,-528.69824,22.895059823989868,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_tire_sad.wav,-20.59684,120.74506,182.04585,-731.84033,1.4457777,-3.7024024,13.093023,-9.899366617202759,12.690977811813354,-523.575,22.590344429016113,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_keep_sad.wav,-21.525372,131.14993,151.2143,-756.7551,4.0701065,-3.8247664,13.593826,-8.286612510681152,15.941598415374756,-571.3046,24.228210926055908,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_keen_sad.wav,-20.164593,122.66738,196.05997,-732.46936,0.676731,-3.6416419,12.886311,-10.841715335845947,13.889448642730713,-530.2851,24.73116397857666,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_when_sad.wav,-20.344995,118.33166,184.54472,-706.5017,-1.1658565,-3.615988,12.781602,-11.044885158538818,9.828892230987549,-512.0493,20.873777389526367,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_keg_sad.wav,-21.160603,115.55977,142.27538,-710.6937,0.3984181,-3.703282,13.052165,-11.673224925994873,11.529147148132324,-502.34583,23.202372074127197,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_wire_sad.wav,-20.655575,116.66675,174.84549,-726.02325,-0.7982824,-3.6143866,12.749764,-11.477418899536133,10.856707334518433,-505.4267,22.334126234054565,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_page_sad.wav,-19.490236,113.201256,131.81363,-623.79767,2.1590805,-3.7678785,13.35463,-9.212490320205688,10.625840663909912,-497.4053,19.8383309841156,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_kick_sad.wav,-20.969887,123.428925,158.02205,-764.4474,2.4956942,-3.7504456,13.267409,-8.563770532608032,14.195827722549438,-536.3473,22.75959825515747,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_lease_sad.wav,-21.40097,123.57279,145.31409,-740.35675,1.064446,-3.8118575,13.510254,-8.808000802993774,13.460001707077026,-543.9692,22.2680025100708,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_lose_sad.wav,-19.996479,120.31127,166.75998,-647.2984,0.9246621,-3.7031634,13.068894,-10.619492530822754,13.23249077796936,-524.92206,23.851983308792114,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_void_sad.wav,-20.850504,122.00994,165.93588,-712.5596,0.28414536,-3.7178938,13.121965,-9.01482367515564,11.916865348815918,-531.64825,20.931689023971558,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_sheep_sad.wav,-20.927286,120.04862,143.8967,-753.51807,2.1475163,-3.783647,13.39664,-10.563908100128174,11.778455018997192,-523.9963,22.342363119125366,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_sub_sad.wav,-21.029434,115.72879,181.80215,-710.82,-0.6876781,-3.7177079,13.159409,-10.477065324783325,11.227164506912231,-505.3069,21.704229831695557,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_reach_sad.wav,-22.433302,125.60507,156.01675,-725.705,-0.36892557,-3.7573378,13.301485,-10.388226985931396,11.192997932434082,-550.65955,21.58122491836548,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_bone_sad.wav,-20.21565,122.37461,185.36447,-726.05536,0.10932167,-3.6663656,12.941261,-9.765285968780518,10.984765768051147,-529.89276,20.750051736831665,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_dip_sad.wav,-21.10825,128.23831,152.01907,-746.3485,3.5638528,-3.801363,13.503557,-8.391661882400513,14.692069292068481,-557.2203,23.083731174468994,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_dog_sad.wav,-20.202404,122.53061,175.24258,-770.40265,0.76789755,-3.662065,12.961346,-10.322659015655518,12.400185585021973,-528.8786,22.72284460067749,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_boat_sad.wav,-19.60002,124.996216,211.9303,-720.99817,3.0350943,-3.6641405,13.041525,-7.882282495498657,13.15212631225586,-537.1372,21.034408807754517,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_king_sad.wav,-19.555199,120.17628,178.371,-729.8023,0.6705426,-3.6315002,12.852417,-10.483531951904297,13.133903503417969,-515.98303,23.617435455322266,TESS,sad
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Sad/OAF_read_sad.wav,-22.116581,122.32175,159.97125,-703.1503,-1.895711,-3.6970253,13.024754,-11.591755628585815,10.510667324066162,-535.00305,22.102422952651978,TESS,sad
